date,state,district,pincode,bio_age_5_17,bio_age_17_
18-12-2025,Karnataka,Bangalore,562129,0,1
18-12-2025,Karnataka,Bangalore,562130,2,9
18-12-2025,Karnataka,Bangalore,562157,5,4
25-12-2025,Karnataka,Bangalore,560095,1,1
25-12-2025,Karnataka,Bangalore,560096,4,5
25-12-2025,Karnataka,Bangalore,560104,0,2
25-12-2025,Karnataka,Bangalore,560105,1,0
25-12-2025,Karnataka,Bangalore,562107,2,2
25-12-2025,Karnataka,Bangalore,562125,2,1
25-12-2025,Karnataka,Bangalore,562157,0,1
26-12-2025,Karnataka,Bangalore,560014,1,1
26-12-2025,Karnataka,Bangalore,560015,2,2
26-12-2025,Karnataka,Bangalore,560016,9,12
26-12-2025,Karnataka,Bangalore,560017,3,6
26-12-2025,Karnataka,Bangalore,560018,7,5
26-12-2025,Karnataka,Bangalore,560021,4,7
26-12-2025,Karnataka,Bangalore,560034,2,10
26-12-2025,Karnataka,Bangalore,560037,7,8
26-12-2025,Karnataka,Bangalore,560038,1,3
26-12-2025,Karnataka,Bangalore,560039,5,6
26-12-2025,Karnataka,Bangalore,560042,0,1
26-12-2025,Karnataka,Bangalore,560046,0,4
26-12-2025,Karnataka,Bangalore,560050,3,6
26-12-2025,Karnataka,Bangalore,560056,11,9
26-12-2025,Karnataka,Bangalore,560057,3,2
26-12-2025,Karnataka,Bangalore,560059,3,2
26-12-2025,Karnataka,Bangalore,560060,2,8
26-12-2025,Karnataka,Bangalore,560062,2,8
26-12-2025,Karnataka,Bangalore,560066,7,5
26-12-2025,Karnataka,Bangalore,560072,4,3
26-12-2025,Karnataka,Bangalore,560077,3,8
26-12-2025,Karnataka,Bangalore,560079,14,16
26-12-2025,Karnataka,Bangalore,560082,1,7
26-12-2025,Karnataka,Bangalore,560085,10,11
26-12-2025,Karnataka,Bangalore,560088,2,0
26-12-2025,Karnataka,Bangalore,560092,4,6
26-12-2025,Karnataka,Bangalore,560100,5,4
26-12-2025,Karnataka,Bangalore,562130,2,0
25-12-2025,Karnataka,Bangalore,560004,1,2
25-12-2025,Karnataka,Bangalore,560006,0,2
25-12-2025,Karnataka,Bangalore,560011,1,3
25-12-2025,Karnataka,Bangalore,560022,5,10
25-12-2025,Karnataka,Bangalore,560026,10,14
25-12-2025,Karnataka,Bangalore,560027,3,0
25-12-2025,Karnataka,Bangalore,560038,1,0
25-12-2025,Karnataka,Bangalore,560039,2,4
25-12-2025,Karnataka,Bangalore,560040,2,7
25-12-2025,Karnataka,Bangalore,560045,11,23
25-12-2025,Karnataka,Bangalore,560047,1,3
25-12-2025,Karnataka,Bangalore,560055,1,1
25-12-2025,Karnataka,Bangalore,560067,1,3
25-12-2025,Karnataka,Bangalore,560076,10,2
25-12-2025,Karnataka,Bangalore,560078,7,14
25-12-2025,Karnataka,Bangalore,560083,2,1
19-12-2025,Karnataka,Bangalore,560001,0,4
19-12-2025,Karnataka,Bangalore,560002,1,2
19-12-2025,Karnataka,Bangalore,560012,0,1
19-12-2025,Karnataka,Bangalore,560017,1,4
19-12-2025,Karnataka,Bangalore,560019,1,1
19-12-2025,Karnataka,Bangalore,560020,0,6
19-12-2025,Karnataka,Bangalore,560034,0,4
19-12-2025,Karnataka,Bangalore,560037,3,14
19-12-2025,Karnataka,Bangalore,560040,2,11
19-12-2025,Karnataka,Bangalore,560046,3,3
19-12-2025,Karnataka,Bangalore,560047,2,12
19-12-2025,Karnataka,Bangalore,560059,0,2
19-12-2025,Karnataka,Bangalore,560060,1,12
19-12-2025,Karnataka,Bangalore,560064,6,8
19-12-2025,Karnataka,Bangalore,560067,25,3
19-12-2025,Karnataka,Bangalore,560072,3,6
19-12-2025,Karnataka,Bangalore,560078,3,13
19-12-2025,Karnataka,Bangalore,560079,11,19
19-12-2025,Karnataka,Bangalore,560090,2,3
19-12-2025,Karnataka,Bangalore,560093,0,2
19-12-2025,Karnataka,Bangalore,560103,1,1
19-12-2025,Karnataka,Bangalore,560105,2,10
20-12-2025,Karnataka,Bangalore,560001,1,3
20-12-2025,Karnataka,Bangalore,560004,0,3
20-12-2025,Karnataka,Bangalore,560005,1,5
20-12-2025,Karnataka,Bangalore,560011,0,3
20-12-2025,Karnataka,Bangalore,560013,0,2
20-12-2025,Karnataka,Bangalore,560014,1,1
20-12-2025,Karnataka,Bangalore,560025,1,3
20-12-2025,Karnataka,Bangalore,560026,4,20
20-12-2025,Karnataka,Bangalore,560033,5,10
20-12-2025,Karnataka,Bangalore,560035,1,1
20-12-2025,Karnataka,Bangalore,560038,2,4
20-12-2025,Karnataka,Bangalore,560040,9,17
20-12-2025,Karnataka,Bangalore,560046,3,5
20-12-2025,Karnataka,Bangalore,560054,1,5
20-12-2025,Karnataka,Bangalore,560070,1,11
20-12-2025,Karnataka,Bangalore,560072,1,7
20-12-2025,Karnataka,Bangalore,560076,13,22
20-12-2025,Karnataka,Bangalore,560080,1,1
20-12-2025,Karnataka,Bangalore,560082,1,7
20-12-2025,Karnataka,Bangalore,560085,9,5
20-12-2025,Karnataka,Bangalore,560089,0,1
20-12-2025,Karnataka,Bangalore,560091,11,20
20-12-2025,Karnataka,Bangalore,560098,1,2
20-12-2025,Karnataka,Bangalore,561203,1,1
20-12-2025,Karnataka,Bangalore,562149,4,2
21-12-2025,Karnataka,Bangalore,560009,0,1
21-12-2025,Karnataka,Bangalore,560015,1,0
21-12-2025,Karnataka,Bangalore,560018,0,2
21-12-2025,Karnataka,Bangalore,560024,0,3
21-12-2025,Karnataka,Bangalore,560025,0,2
21-12-2025,Karnataka,Bangalore,560035,1,1
21-12-2025,Karnataka,Bangalore,560036,1,0
21-12-2025,Karnataka,Bangalore,560041,1,2
21-12-2025,Karnataka,Bangalore,560049,0,1
21-12-2025,Karnataka,Bangalore,560050,3,1
21-12-2025,Karnataka,Bangalore,560056,5,8
21-12-2025,Karnataka,Bangalore,560059,2,0
21-12-2025,Karnataka,Bangalore,560062,3,7
21-12-2025,Karnataka,Bangalore,560065,0,2
21-12-2025,Karnataka,Bangalore,560069,1,1
21-12-2025,Karnataka,Bangalore,560085,2,0
21-12-2025,Karnataka,Bangalore,560086,2,0
21-12-2025,Karnataka,Bangalore,560094,0,2
21-12-2025,Karnataka,Bangalore,560103,0,2
21-12-2025,Karnataka,Bangalore,562120,1,0
22-12-2025,Karnataka,Bangalore,560003,2,7
22-12-2025,Karnataka,Bangalore,560014,0,1
22-12-2025,Karnataka,Bangalore,560016,1,6
22-12-2025,Karnataka,Bangalore,560017,2,5
22-12-2025,Karnataka,Bangalore,560019,1,2
22-12-2025,Karnataka,Bangalore,560020,3,1
22-12-2025,Karnataka,Bangalore,560023,6,9
22-12-2025,Karnataka,Bangalore,560026,6,23
22-12-2025,Karnataka,Bangalore,560027,2,8
22-12-2025,Karnataka,Bangalore,560028,0,1
22-12-2025,Karnataka,Bangalore,560033,2,8
22-12-2025,Karnataka,Bangalore,560039,0,11
22-12-2025,Karnataka,Bangalore,560041,0,2
22-12-2025,Karnataka,Bangalore,560042,0,2
22-12-2025,Karnataka,Bangalore,560048,2,2
22-12-2025,Karnataka,Bangalore,560049,3,10
22-12-2025,Karnataka,Bangalore,560053,1,4
22-12-2025,Karnataka,Bangalore,560054,1,10
22-12-2025,Karnataka,Bangalore,560056,1,6
22-12-2025,Karnataka,Bangalore,560057,6,8
22-12-2025,Karnataka,Bangalore,560063,0,1
22-12-2025,Karnataka,Bangalore,560066,2,5
22-12-2025,Karnataka,Bangalore,560067,3,2
22-12-2025,Karnataka,Bangalore,560070,1,14
22-12-2025,Karnataka,Bangalore,560086,1,6
22-12-2025,Karnataka,Bangalore,562106,5,18
23-12-2025,Karnataka,Bangalore,560003,0,8
23-12-2025,Karnataka,Bangalore,560015,4,5
23-12-2025,Karnataka,Bangalore,560018,2,7
23-12-2025,Karnataka,Bangalore,560023,6,12
23-12-2025,Karnataka,Bangalore,560024,3,7
23-12-2025,Karnataka,Bangalore,560030,1,8
23-12-2025,Karnataka,Bangalore,560033,3,15
23-12-2025,Karnataka,Bangalore,560036,1,5
23-12-2025,Karnataka,Bangalore,560053,2,5
23-12-2025,Karnataka,Bangalore,560057,3,4
23-12-2025,Karnataka,Bangalore,560058,15,10
23-12-2025,Karnataka,Bangalore,560060,2,9
23-12-2025,Karnataka,Bangalore,560065,0,1
23-12-2025,Karnataka,Bangalore,560068,6,32
23-12-2025,Karnataka,Bangalore,560071,0,1
23-12-2025,Karnataka,Bangalore,560072,3,14
23-12-2025,Karnataka,Bangalore,560075,1,3
23-12-2025,Karnataka,Bangalore,560078,6,10
23-12-2025,Karnataka,Bangalore,560082,0,5
23-12-2025,Karnataka,Bangalore,560086,3,7
23-12-2025,Karnataka,Bangalore,560089,0,3
23-12-2025,Karnataka,Bangalore,560091,25,15
23-12-2025,Karnataka,Bangalore,560093,1,4
23-12-2025,Karnataka,Bangalore,560098,0,6
23-12-2025,Karnataka,Bangalore,560102,2,5
23-12-2025,Karnataka,Bangalore,560103,3,5
23-12-2025,Karnataka,Bangalore,562107,4,13
23-12-2025,Karnataka,Bangalore,562149,2,5
24-12-2025,Karnataka,Bangalore,560002,2,2
24-12-2025,Karnataka,Bangalore,560003,0,7
24-12-2025,Karnataka,Bangalore,560006,1,2
24-12-2025,Karnataka,Bangalore,560016,15,13
24-12-2025,Karnataka,Bangalore,560021,2,17
24-12-2025,Karnataka,Bangalore,560041,1,3
24-12-2025,Karnataka,Bangalore,560051,2,7
24-12-2025,Karnataka,Bangalore,560054,4,4
24-12-2025,Karnataka,Bangalore,560059,2,3
24-12-2025,Karnataka,Bangalore,560060,9,7
24-12-2025,Karnataka,Bangalore,560071,0,1
24-12-2025,Karnataka,Bangalore,560080,1,1
24-12-2025,Karnataka,Bangalore,560090,2,2
24-12-2025,Karnataka,Bangalore,560093,2,0
24-12-2025,Karnataka,Bangalore,562106,6,21
24-12-2025,Karnataka,Bangalore,562107,2,6
24-12-2025,Karnataka,Bangalore,562129,0,1
24-12-2025,Karnataka,Bangalore,562130,1,4
28-12-2025,Karnataka,Bangalore,560002,1,1
28-12-2025,Karnataka,Bangalore,560016,0,2
28-12-2025,Karnataka,Bangalore,560028,1,0
28-12-2025,Karnataka,Bangalore,560036,2,3
28-12-2025,Karnataka,Bangalore,560047,8,11
28-12-2025,Karnataka,Bangalore,560049,1,0
28-12-2025,Karnataka,Bangalore,560055,0,1
28-12-2025,Karnataka,Bangalore,560058,4,8
28-12-2025,Karnataka,Bangalore,560062,4,7
28-12-2025,Karnataka,Bangalore,560069,1,1
28-12-2025,Karnataka,Bangalore,560082,2,2
28-12-2025,Karnataka,Bangalore,560084,2,1
28-12-2025,Karnataka,Bangalore,560088,1,0
28-12-2025,Karnataka,Bangalore,560091,12,9
28-12-2025,Karnataka,Bangalore,560096,2,9
28-12-2025,Karnataka,Bangalore,560097,3,5
28-12-2025,Karnataka,Bangalore,560100,6,4
28-12-2025,Karnataka,Bangalore,562106,1,1
29-12-2025,Karnataka,Bangalore,560001,0,4
29-12-2025,Karnataka,Bangalore,560005,1,7
29-12-2025,Karnataka,Bangalore,560011,0,7
29-12-2025,Karnataka,Bangalore,560013,1,1
29-12-2025,Karnataka,Bangalore,560017,2,4
29-12-2025,Karnataka,Bangalore,560021,3,8
29-12-2025,Karnataka,Bangalore,560022,6,9
29-12-2025,Karnataka,Bangalore,560025,1,1
29-12-2025,Karnataka,Bangalore,560029,5,6
29-12-2025,Karnataka,Bangalore,560034,0,2
29-12-2025,Karnataka,Bangalore,560035,1,5
29-12-2025,Karnataka,Bangalore,560037,4,5
29-12-2025,Karnataka,Bangalore,560043,2,8
29-12-2025,Karnataka,Bangalore,560048,1,0
29-12-2025,Karnataka,Bangalore,560050,3,3
29-12-2025,Karnataka,Bangalore,560056,4,6
29-12-2025,Karnataka,Bangalore,560061,7,1
29-12-2025,Karnataka,Bangalore,560085,4,11
29-12-2025,Karnataka,Bangalore,560087,4,0
29-12-2025,Karnataka,Bangalore,560089,1,1
29-12-2025,Karnataka,Bangalore,560093,1,2
29-12-2025,Karnataka,Bangalore,560098,3,4
29-12-2025,Karnataka,Bangalore,560099,1,2
29-12-2025,Karnataka,Bangalore,560102,4,3
29-12-2025,Karnataka,Bangalore,562106,0,9
29-12-2025,Karnataka,Bangalore,562120,0,1
29-12-2025,Karnataka,Bangalore,562123,5,8
29-12-2025,Karnataka,Bangalore,562130,3,6
29-12-2025,Karnataka,Bangalore,562157,4,3
01-01-2026,Karnataka,Bangalore,560005,5,15
01-01-2026,Karnataka,Bangalore,560018,7,11
01-01-2026,Karnataka,Bangalore,560027,2,8
01-01-2026,Karnataka,Bangalore,560035,1,6
01-01-2026,Karnataka,Bangalore,560043,21,21
01-01-2026,Karnataka,Bangalore,560046,2,3
01-01-2026,Karnataka,Bangalore,560047,7,18
01-01-2026,Karnataka,Bangalore,560051,1,10
01-01-2026,Karnataka,Bangalore,560059,3,1
01-01-2026,Karnataka,Bangalore,560064,13,21
01-01-2026,Karnataka,Bangalore,560073,11,17
01-01-2026,Karnataka,Bangalore,560083,14,8
01-01-2026,Karnataka,Bangalore,560090,1,2
01-01-2026,Karnataka,Bangalore,560098,1,3
01-01-2026,Karnataka,Bangalore,560099,3,9
01-01-2026,Karnataka,Bangalore,560102,3,10
01-01-2026,Karnataka,Bangalore,561203,3,1
01-01-2026,Karnataka,Bangalore,562149,2,9
22-12-2025,Karnataka,Bangalore,562110,0,1
03-01-2026,Karnataka,Bangalore,560013,0,1
03-01-2026,Karnataka,Bangalore,560019,0,1
03-01-2026,Karnataka,Bangalore,560024,1,0
03-01-2026,Karnataka,Bangalore,560035,0,1
03-01-2026,Karnataka,Bangalore,560037,2,4
03-01-2026,Karnataka,Bangalore,560038,1,0
03-01-2026,Karnataka,Bangalore,560045,3,11
03-01-2026,Karnataka,Bangalore,560049,0,1
03-01-2026,Karnataka,Bangalore,560050,0,1
03-01-2026,Karnataka,Bangalore,560056,1,1
03-01-2026,Karnataka,Bangalore,560061,1,1
03-01-2026,Karnataka,Bangalore,560062,1,1
03-01-2026,Karnataka,Bangalore,560076,1,2
03-01-2026,Karnataka,Bangalore,560078,3,2
03-01-2026,Karnataka,Bangalore,560084,0,4
03-01-2026,Karnataka,Bangalore,560090,1,1
03-01-2026,Karnataka,Bangalore,560091,2,1
03-01-2026,Karnataka,Bangalore,560092,2,2
03-01-2026,Karnataka,Bangalore,560099,0,1
03-01-2026,Karnataka,Bangalore,560102,1,1
02-01-2026,Karnataka,Bangalore,560001,4,13
02-01-2026,Karnataka,Bangalore,560002,3,4
02-01-2026,Karnataka,Bangalore,560006,0,2
02-01-2026,Karnataka,Bangalore,560009,1,1
02-01-2026,Karnataka,Bangalore,560011,3,6
02-01-2026,Karnataka,Bangalore,560014,0,1
02-01-2026,Karnataka,Bangalore,560024,2,2
02-01-2026,Karnataka,Bangalore,560025,2,1
02-01-2026,Karnataka,Bangalore,560027,5,6
02-01-2026,Karnataka,Bangalore,560036,7,6
02-01-2026,Karnataka,Bangalore,560042,0,2
02-01-2026,Karnataka,Bangalore,560046,3,3
02-01-2026,Karnataka,Bangalore,560055,2,6
02-01-2026,Karnataka,Bangalore,560060,3,10
02-01-2026,Karnataka,Bangalore,560066,6,3
02-01-2026,Karnataka,Bangalore,560067,9,5
02-01-2026,Karnataka,Bangalore,560072,7,11
02-01-2026,Karnataka,Bangalore,560086,5,3
02-01-2026,Karnataka,Bangalore,560094,5,4
02-01-2026,Karnataka,Bangalore,560100,4,6
02-01-2026,Karnataka,Bangalore,560103,4,4
02-01-2026,Karnataka,Bangalore,562107,2,8
02-01-2026,Karnataka,Bangalore,562130,2,5
02-01-2026,Karnataka,Bangalore,562149,5,2
23-12-2025,Karnataka,Bangalore,560007,0,1
23-12-2025,Karnataka,Bangalore,560063,0,1
05-12-2025,Karnataka,Bangalore,560012,1,0
07-12-2025,Karnataka,Bangalore,561203,0,2
01-12-2025,Karnataka,Bangalore,560071,2,0
14-12-2025,Karnataka,Bangalore,560027,0,1
14-12-2025,Karnataka,Bangalore,560041,0,1
14-12-2025,Karnataka,Bangalore,560071,0,1
25-12-2025,Karnataka,Bangalore,560059,1,4
12-12-2025,Karnataka,Bangalore,562159,1,0
13-12-2025,Karnataka,Bangalore,560063,1,0
27-12-2025,Karnataka,Bangalore,560014,1,1
27-12-2025,Karnataka,Bangalore,560023,24,8
27-12-2025,Karnataka,Bangalore,560024,1,5
27-12-2025,Karnataka,Bangalore,560040,10,10
27-12-2025,Karnataka,Bangalore,560045,24,35
27-12-2025,Karnataka,Bangalore,560052,1,0
27-12-2025,Karnataka,Bangalore,560062,4,7
27-12-2025,Karnataka,Bangalore,560064,5,11
27-12-2025,Karnataka,Bangalore,560069,2,3
27-12-2025,Karnataka,Bangalore,560070,4,12
27-12-2025,Karnataka,Bangalore,560072,6,6
27-12-2025,Karnataka,Bangalore,560079,23,21
27-12-2025,Karnataka,Bangalore,560082,3,9
27-12-2025,Karnataka,Bangalore,560086,11,13
27-12-2025,Karnataka,Bangalore,560089,0,2
27-12-2025,Karnataka,Bangalore,560090,3,0
27-12-2025,Karnataka,Bangalore,560094,3,7
27-12-2025,Karnataka,Bangalore,560098,0,1
27-12-2025,Karnataka,Bangalore,560103,5,5
27-12-2025,Karnataka,Bangalore,560105,6,6
27-12-2025,Karnataka,Bangalore,562125,1,3
27-12-2025,Karnataka,Bangalore,562130,2,0
26-12-2025,Karnataka,Bangalore,560007,0,1
26-12-2025,Karnataka,Bangalore,560012,0,1
26-12-2025,Karnataka,Bangalore,561203,0,1
18-12-2025,Karnataka,Bangalore,560006,0,4
20-12-2025,Karnataka,Bangalore,560088,0,1
20-12-2025,Karnataka,Bangalore,562110,0,1
19-12-2025,Karnataka,Bangalore,560025,0,1
14-12-2025,Karnataka,Bangalore,562125,0,3
13-12-2025,Karnataka,Bangalore,562159,0,1
25-12-2025,Karnataka,Bangalore,560005,1,1
25-12-2025,Karnataka,Bangalore,561203,0,1
21-12-2025,Karnataka,Bangalore,560033,0,1
21-12-2025,Karnataka,Bangalore,560093,0,3
21-12-2025,Karnataka,Bangalore,562157,0,1
12-12-2025,Karnataka,Bangalore,561203,0,1
12-12-2025,Karnataka,Bangalore,562110,0,1
15-12-2025,Karnataka,Bangalore,560082,0,1
15-12-2025,Karnataka,Bangalore,560095,0,2
15-11-2025,Karnataka,Bangalore,560014,0,1
15-11-2025,Karnataka,Bangalore,560089,0,1
15-11-2025,Karnataka,Bangalore,560104,0,1
14-11-2025,Karnataka,Bangalore,560014,1,0
14-11-2025,Karnataka,Bangalore,560063,0,2
18-11-2025,Karnataka,Bangalore,560095,0,3
20-11-2025,Karnataka,Bangalore,560089,0,1
20-11-2025,Karnataka,Bangalore,562157,0,2
16-11-2025,Karnataka,Bangalore,560041,0,1
16-11-2025,Karnataka,Bangalore,560077,0,1
01-03-2025,Karnataka,Bangalore,560100,50,165
01-03-2025,Karnataka,Bangalore,560097,62,213
01-03-2025,Karnataka,Bangalore,560103,30,55
01-03-2025,Karnataka,Bangalore,560043,124,405
01-03-2025,Karnataka,Bangalore,560105,28,97
01-03-2025,Karnataka,Bangalore,560011,36,187
01-03-2025,Karnataka,Bangalore,560092,18,88
01-03-2025,Karnataka,Bangalore,560045,234,702
01-04-2025,Karnataka,Bangalore,562149,48,55
01-04-2025,Karnataka,Bangalore,560085,105,271
01-04-2025,Karnataka,Bangalore,560058,81,281
01-04-2025,Karnataka,Bangalore,560023,110,369
01-04-2025,Karnataka,Bangalore,560090,61,129
01-04-2025,Karnataka,Bangalore,560064,126,259
01-05-2025,Karnataka,Bangalore,560013,21,41
01-05-2025,Karnataka,Bangalore,560078,166,349
01-05-2025,Karnataka,Bangalore,560047,140,461
01-05-2025,Karnataka,Bangalore,560096,93,205
01-05-2025,Karnataka,Bangalore,562107,92,106
01-03-2025,Karnataka,Bangalore,560005,54,228
01-03-2025,Karnataka,Bangalore,560019,18,83
01-03-2025,Karnataka,Bangalore,560018,39,253
01-03-2025,Karnataka,Bangalore,560095,10,66
01-03-2025,Karnataka,Bangalore,560072,50,266
01-03-2025,Karnataka,Bangalore,560021,99,415
01-03-2025,Karnataka,Bangalore,560013,16,63
01-04-2025,Karnataka,Bangalore,560051,34,147
01-04-2025,Karnataka,Bangalore,560039,43,233
01-04-2025,Karnataka,Bangalore,560047,109,429
01-04-2025,Karnataka,Bangalore,560096,65,231
01-04-2025,Karnataka,Bangalore,560006,23,45
01-04-2025,Karnataka,Bangalore,560099,76,128
01-04-2025,Karnataka,Bangalore,560046,27,103
01-04-2025,Karnataka,Bangalore,560016,133,310
01-04-2025,Karnataka,Bangalore,560043,151,340
01-05-2025,Karnataka,Bangalore,560033,96,257
01-05-2025,Karnataka,Bangalore,560069,10,45
01-04-2025,Karnataka,Bangalore,560017,37,134
01-04-2025,Karnataka,Bangalore,560093,40,71
01-04-2025,Karnataka,Bangalore,562125,51,87
01-04-2025,Karnataka,Bangalore,560050,64,151
01-04-2025,Karnataka,Bangalore,560048,49,84
01-05-2025,Karnataka,Bangalore,562123,77,133
01-05-2025,Karnataka,Bangalore,560015,32,81
01-05-2025,Karnataka,Bangalore,560072,94,253
01-05-2025,Karnataka,Bangalore,560095,17,59
01-05-2025,Karnataka,Bangalore,562130,59,141
01-05-2025,Karnataka,Bangalore,560029,105,202
01-05-2025,Karnataka,Bangalore,560030,83,231
01-05-2025,Karnataka,Bangalore,560041,32,95
01-06-2025,Karnataka,Bangalore,560105,43,124
01-06-2025,Karnataka,Bangalore,562157,45,72
01-05-2025,Karnataka,Bangalore,560025,10,28
01-05-2025,Karnataka,Bangalore,560006,21,50
01-05-2025,Karnataka,Bangalore,560048,64,113
01-05-2025,Karnataka,Bangalore,560017,75,144
01-05-2025,Karnataka,Bangalore,560058,152,251
01-05-2025,Karnataka,Bangalore,560094,84,154
01-07-2025,Karnataka,Bangalore,560063,10,18
14-09-2025,Karnataka,Bangalore,560069,0,1
26-10-2025,Karnataka,Bangalore,560104,0,3
25-10-2025,Karnataka,Bangalore,560080,0,1
19-10-2025,Karnataka,Bangalore,560006,1,4
19-10-2025,Karnataka,Bangalore,560089,3,1
19-10-2025,Karnataka,Bangalore,560103,2,2
16-10-2025,Karnataka,Bangalore,560055,0,2
16-10-2025,Karnataka,Bangalore,562120,0,1
27-10-2025,Karnataka,Bangalore,560055,0,2
29-10-2025,Karnataka,Bangalore,562129,1,0
30-10-2025,Karnataka,Bangalore,560089,1,3
01-11-2025,Karnataka,Bangalore,560030,2,6
01-11-2025,Karnataka,Bangalore,560036,0,8
01-11-2025,Karnataka,Bangalore,560056,2,4
01-11-2025,Karnataka,Bangalore,560065,0,1
01-11-2025,Karnataka,Bangalore,560086,1,7
01-11-2025,Karnataka,Bangalore,560104,0,2
01-11-2025,Karnataka,Bangalore,562120,0,1
02-11-2025,Karnataka,Bangalore,560008,2,3
02-11-2025,Karnataka,Bangalore,560041,0,2
02-11-2025,Karnataka,Bangalore,560089,0,1
04-11-2025,Karnataka,Bangalore,562159,0,1
05-11-2025,Karnataka,Bangalore,560014,0,1
07-11-2025,Karnataka,Bangalore,560025,0,1
08-11-2025,Karnataka,Bangalore,560009,0,1
08-11-2025,Karnataka,Bangalore,560080,0,1
13-11-2025,Karnataka,Bangalore,560012,1,0
16-11-2025,Karnataka,Bangalore,560004,0,1
16-11-2025,Karnataka,Bangalore,561203,1,0
08-12-2025,Karnataka,Bangalore,560055,0,1
08-12-2025,Karnataka,Bangalore,561203,0,1
09-12-2025,Karnataka,Bangalore,560071,0,2
11-12-2025,Karnataka,Bangalore,560052,0,1
11-12-2025,Karnataka,Bangalore,560080,0,1
16-12-2025,Karnataka,Bangalore,560041,0,3
10-12-2025,Karnataka,Bangalore,560009,0,1
10-12-2025,Karnataka,Bangalore,562125,1,4
01-12-2025,Karnataka,Bangalore,560069,0,1
28-11-2025,Karnataka,Bangalore,560020,0,2
28-11-2025,Karnataka,Bangalore,561203,0,1
28-11-2025,Karnataka,Bangalore,562111,0,1
30-11-2025,Karnataka,Bangalore,560046,0,2
30-11-2025,Karnataka,Bangalore,562106,0,2
29-11-2025,Karnataka,Bangalore,560025,0,1
24-11-2025,Karnataka,Bangalore,560007,0,1
24-11-2025,Karnataka,Bangalore,560055,0,2
25-11-2025,Karnataka,Bangalore,560042,0,3
26-11-2025,Karnataka,Bangalore,560089,0,3
05-11-2025,Karnataka,Bangalore,560052,0,1
02-11-2025,Karnataka,Bangalore,560022,0,2
01-11-2025,Karnataka,Bangalore,562130,0,6
09-11-2025,Karnataka,Bangalore,560011,0,2
09-11-2025,Karnataka,Bangalore,560029,0,5
09-11-2025,Karnataka,Bangalore,560048,0,1
03-11-2025,Karnataka,Bangalore,560080,0,1
28-10-2025,Karnataka,Bangalore,560080,0,1
28-10-2025,Karnataka,Bangalore,560088,0,1
28-10-2025,Karnataka,Bangalore,560098,0,2
29-10-2025,Karnataka,Bangalore,560042,0,1
30-10-2025,Karnataka,Bangalore,562129,0,1
31-10-2025,Karnataka,Bangalore,560063,0,1
31-10-2025,Karnataka,Bangalore,560088,0,3
31-10-2025,Karnataka,Bangalore,562110,0,1
23-10-2025,Karnataka,Bangalore,560055,0,1
23-10-2025,Karnataka,Bangalore,560059,0,1
23-10-2025,Karnataka,Bangalore,560088,0,2
24-10-2025,Karnataka,Bangalore,560095,0,1
24-10-2025,Karnataka,Bangalore,562129,0,1
25-10-2025,Karnataka,Bangalore,560054,1,1
25-10-2025,Karnataka,Bangalore,561203,0,1
26-10-2025,Karnataka,Bangalore,560069,0,1
26-10-2025,Karnataka,Bangalore,562107,1,0
26-10-2025,Karnataka,Bangalore,562149,0,2
27-10-2025,Karnataka,Bangalore,560042,0,1
27-10-2025,Karnataka,Bangalore,560095,1,0
17-07-2025,Karnataka,Bangalore,560089,0,2
15-07-2025,Karnataka,Bangalore,560071,0,1
18-07-2025,Karnataka,Bangalore,560063,0,1
31-07-2025,Karnataka,Bangalore,562110,0,1
27-07-2025,Karnataka,Bangalore,560105,0,1
22-07-2025,Karnataka,Bangalore,560069,0,1
26-07-2025,Karnataka,Bangalore,560063,0,1
25-07-2025,Karnataka,Bangalore,560065,0,1
25-07-2025,Karnataka,Bangalore,560098,0,7
29-07-2025,Karnataka,Bangalore,560063,0,2
29-07-2025,Karnataka,Bangalore,560089,0,1
24-07-2025,Karnataka,Bangalore,560089,0,5
12-08-2025,Karnataka,Bangalore,560089,1,3
04-08-2025,Karnataka,Bangalore,560025,0,1
04-08-2025,Karnataka,Bangalore,560063,0,1
05-08-2025,Karnataka,Bangalore,560025,0,1
05-08-2025,Karnataka,Bangalore,560055,0,1
05-08-2025,Karnataka,Bangalore,560065,0,1
08-08-2025,Karnataka,Bangalore,560059,0,1
08-08-2025,Karnataka,Bangalore,560069,0,1
08-08-2025,Karnataka,Bangalore,560104,0,1
07-08-2025,Karnataka,Bangalore,562149,0,1
10-07-2025,Karnataka,Bangalore,560042,0,1
11-07-2025,Karnataka,Bangalore,560025,0,1
13-07-2025,Karnataka,Bangalore,560013,0,3
13-07-2025,Karnataka,Bangalore,560102,0,1
14-07-2025,Karnataka,Bangalore,560014,0,1
24-08-2025,Karnataka,Bangalore,560025,0,3
24-08-2025,Karnataka,Bangalore,560103,1,2
25-08-2025,Karnataka,Bangalore,560042,0,2
25-08-2025,Karnataka,Bangalore,562120,0,1
07-09-2025,Karnataka,Bangalore,560066,1,3
07-09-2025,Karnataka,Bangalore,560093,0,3
07-09-2025,Karnataka,Bangalore,561203,0,2
07-09-2025,Karnataka,Bangalore,562110,0,1
07-09-2025,Karnataka,Bangalore,562129,0,1
30-08-2025,Karnataka,Bangalore,560069,0,1
30-08-2025,Karnataka,Bangalore,561203,0,2
28-08-2025,Karnataka,Bangalore,560015,0,1
