date,state,district,pincode,demo_age_5_17,demo_age_17_
08-12-2025,Karnataka,Bangalore,560041,0,5
08-12-2025,Karnataka,Bangalore,560046,0,2
08-12-2025,Karnataka,Bangalore,560048,0,4
08-12-2025,Karnataka,Bangalore,560049,0,10
08-12-2025,Karnataka,Bangalore,560056,1,5
08-12-2025,Karnataka,Bangalore,560061,1,7
08-12-2025,Karnataka,Bangalore,560065,0,1
08-12-2025,Karnataka,Bangalore,560073,0,4
08-12-2025,Karnataka,Bangalore,560078,1,7
08-12-2025,Karnataka,Bangalore,560103,0,3
08-12-2025,Karnataka,Bangalore,562107,0,7
09-12-2025,Karnataka,Bangalore,560002,0,2
09-12-2025,Karnataka,Bangalore,560004,0,2
09-12-2025,Karnataka,Bangalore,560005,0,1
09-12-2025,Karnataka,Bangalore,560011,0,4
09-12-2025,Karnataka,Bangalore,560024,0,5
09-12-2025,Karnataka,Bangalore,560034,0,2
09-12-2025,Karnataka,Bangalore,560035,1,1
09-12-2025,Karnataka,Bangalore,560037,0,4
09-12-2025,Karnataka,Bangalore,560043,0,8
09-12-2025,Karnataka,Bangalore,560051,0,7
09-12-2025,Karnataka,Bangalore,560058,0,10
09-12-2025,Karnataka,Bangalore,560062,0,9
09-12-2025,Karnataka,Bangalore,560065,0,1
09-12-2025,Karnataka,Bangalore,560070,0,6
09-12-2025,Karnataka,Bangalore,560080,0,1
09-12-2025,Karnataka,Bangalore,560083,0,11
09-12-2025,Karnataka,Bangalore,560088,0,1
09-12-2025,Karnataka,Bangalore,560090,0,3
09-12-2025,Karnataka,Bangalore,560097,0,6
09-12-2025,Karnataka,Bangalore,560099,0,7
09-12-2025,Karnataka,Bangalore,560102,0,2
09-12-2025,Karnataka,Bangalore,560105,1,6
09-12-2025,Karnataka,Bangalore,562130,0,7
10-12-2025,Karnataka,Bangalore,560013,0,1
10-12-2025,Karnataka,Bangalore,560019,0,2
10-12-2025,Karnataka,Bangalore,560029,0,7
10-12-2025,Karnataka,Bangalore,560032,0,10
10-12-2025,Karnataka,Bangalore,560040,1,7
10-12-2025,Karnataka,Bangalore,560041,0,4
10-12-2025,Karnataka,Bangalore,560043,1,10
10-12-2025,Karnataka,Bangalore,560056,0,4
10-12-2025,Karnataka,Bangalore,560058,0,6
10-12-2025,Karnataka,Bangalore,560075,0,4
10-12-2025,Karnataka,Bangalore,560077,0,12
10-12-2025,Karnataka,Bangalore,560095,0,1
10-12-2025,Karnataka,Bangalore,560097,0,6
10-12-2025,Karnataka,Bangalore,560098,0,6
10-12-2025,Karnataka,Bangalore,560103,1,1
10-12-2025,Karnataka,Bangalore,560105,0,6
12-12-2025,Karnataka,Bangalore,560001,0,2
12-12-2025,Karnataka,Bangalore,560003,0,6
12-12-2025,Karnataka,Bangalore,560011,0,2
12-12-2025,Karnataka,Bangalore,560013,0,1
12-12-2025,Karnataka,Bangalore,560016,1,9
12-12-2025,Karnataka,Bangalore,560033,0,1
12-12-2025,Karnataka,Bangalore,560034,0,4
12-12-2025,Karnataka,Bangalore,560038,0,2
12-12-2025,Karnataka,Bangalore,560040,0,11
12-12-2025,Karnataka,Bangalore,560062,0,10
12-12-2025,Karnataka,Bangalore,560068,1,18
12-12-2025,Karnataka,Bangalore,560070,1,7
12-12-2025,Karnataka,Bangalore,560093,0,4
12-12-2025,Karnataka,Bangalore,560104,0,1
12-12-2025,Karnataka,Bangalore,562123,0,8
12-12-2025,Karnataka,Bangalore,562157,1,4
11-12-2025,Karnataka,Bangalore,560010,0,10
11-12-2025,Karnataka,Bangalore,560015,0,2
11-12-2025,Karnataka,Bangalore,560021,0,8
11-12-2025,Karnataka,Bangalore,560038,0,3
11-12-2025,Karnataka,Bangalore,560041,0,1
11-12-2025,Karnataka,Bangalore,560060,0,9
11-12-2025,Karnataka,Bangalore,560062,0,7
11-12-2025,Karnataka,Bangalore,560066,1,7
11-12-2025,Karnataka,Bangalore,560077,0,11
11-12-2025,Karnataka,Bangalore,560078,0,11
11-12-2025,Karnataka,Bangalore,560079,0,5
11-12-2025,Karnataka,Bangalore,560082,0,8
11-12-2025,Karnataka,Bangalore,560087,0,8
11-12-2025,Karnataka,Bangalore,560092,0,2
11-12-2025,Karnataka,Bangalore,560094,0,6
11-12-2025,Karnataka,Bangalore,560097,0,13
11-12-2025,Karnataka,Bangalore,560104,0,2
11-12-2025,Karnataka,Bangalore,562123,1,1
03-12-2025,Karnataka,Bangalore,560001,0,5
03-12-2025,Karnataka,Bangalore,560008,2,4
03-12-2025,Karnataka,Bangalore,560014,0,4
03-12-2025,Karnataka,Bangalore,560021,0,9
03-12-2025,Karnataka,Bangalore,560023,1,6
03-12-2025,Karnataka,Bangalore,560024,0,1
03-12-2025,Karnataka,Bangalore,560030,0,4
03-12-2025,Karnataka,Bangalore,560034,0,2
03-12-2025,Karnataka,Bangalore,560038,0,2
03-12-2025,Karnataka,Bangalore,560042,0,1
03-12-2025,Karnataka,Bangalore,560048,0,2
03-12-2025,Karnataka,Bangalore,560057,0,4
03-12-2025,Karnataka,Bangalore,560064,0,13
03-12-2025,Karnataka,Bangalore,560072,1,7
03-12-2025,Karnataka,Bangalore,560077,1,10
03-12-2025,Karnataka,Bangalore,560079,0,15
03-12-2025,Karnataka,Bangalore,560082,0,8
03-12-2025,Karnataka,Bangalore,560084,0,6
03-12-2025,Karnataka,Bangalore,560091,3,8
03-12-2025,Karnataka,Bangalore,560094,0,3
03-12-2025,Karnataka,Bangalore,560102,0,1
04-12-2025,Karnataka,Bangalore,560005,0,8
04-12-2025,Karnataka,Bangalore,560015,0,1
04-12-2025,Karnataka,Bangalore,560016,0,10
04-12-2025,Karnataka,Bangalore,560037,1,8
04-12-2025,Karnataka,Bangalore,560039,1,2
04-12-2025,Karnataka,Bangalore,560048,0,6
04-12-2025,Karnataka,Bangalore,560049,1,9
04-12-2025,Karnataka,Bangalore,560057,0,4
04-12-2025,Karnataka,Bangalore,560058,0,16
04-12-2025,Karnataka,Bangalore,560061,0,17
04-12-2025,Karnataka,Bangalore,560066,0,3
04-12-2025,Karnataka,Bangalore,560082,0,6
04-12-2025,Karnataka,Bangalore,560086,0,8
04-12-2025,Karnataka,Bangalore,560099,0,9
04-12-2025,Karnataka,Bangalore,560103,0,5
04-12-2025,Karnataka,Bangalore,562110,0,1
04-12-2025,Karnataka,Bangalore,562123,1,9
04-12-2025,Karnataka,Bangalore,562157,0,8
05-12-2025,Karnataka,Bangalore,560002,0,4
05-12-2025,Karnataka,Bangalore,560016,2,15
05-12-2025,Karnataka,Bangalore,560018,1,4
05-12-2025,Karnataka,Bangalore,560020,0,3
05-12-2025,Karnataka,Bangalore,560024,0,9
05-12-2025,Karnataka,Bangalore,560026,2,16
05-12-2025,Karnataka,Bangalore,560030,0,8
05-12-2025,Karnataka,Bangalore,560039,0,2
05-12-2025,Karnataka,Bangalore,560040,0,6
05-12-2025,Karnataka,Bangalore,560041,0,3
05-12-2025,Karnataka,Bangalore,560047,3,11
05-12-2025,Karnataka,Bangalore,560049,1,6
05-12-2025,Karnataka,Bangalore,560050,0,4
05-12-2025,Karnataka,Bangalore,560053,0,3
05-12-2025,Karnataka,Bangalore,560060,0,20
05-12-2025,Karnataka,Bangalore,560062,1,5
05-12-2025,Karnataka,Bangalore,560070,0,11
05-12-2025,Karnataka,Bangalore,560079,0,10
05-12-2025,Karnataka,Bangalore,560080,0,2
05-12-2025,Karnataka,Bangalore,560084,0,7
05-12-2025,Karnataka,Bangalore,560092,0,3
05-12-2025,Karnataka,Bangalore,560094,0,6
05-12-2025,Karnataka,Bangalore,560096,0,6
05-12-2025,Karnataka,Bangalore,560098,0,4
05-12-2025,Karnataka,Bangalore,562106,0,10
05-12-2025,Karnataka,Bangalore,562123,0,8
06-12-2025,Karnataka,Bangalore,560013,0,1
06-12-2025,Karnataka,Bangalore,560029,1,3
06-12-2025,Karnataka,Bangalore,560033,0,1
06-12-2025,Karnataka,Bangalore,560036,1,10
06-12-2025,Karnataka,Bangalore,560037,1,6
06-12-2025,Karnataka,Bangalore,560039,0,4
06-12-2025,Karnataka,Bangalore,560047,0,7
06-12-2025,Karnataka,Bangalore,560054,0,4
06-12-2025,Karnataka,Bangalore,560064,1,11
06-12-2025,Karnataka,Bangalore,560073,0,6
06-12-2025,Karnataka,Bangalore,560075,0,1
06-12-2025,Karnataka,Bangalore,560078,1,12
06-12-2025,Karnataka,Bangalore,560087,2,5
06-12-2025,Karnataka,Bangalore,560094,1,4
06-12-2025,Karnataka,Bangalore,560099,3,5
06-12-2025,Karnataka,Bangalore,560103,0,3
06-12-2025,Karnataka,Bangalore,562107,1,5
06-12-2025,Karnataka,Bangalore,562130,1,3
06-12-2025,Karnataka,Bangalore,562149,0,5
07-12-2025,Karnataka,Bangalore,560005,1,5
07-12-2025,Karnataka,Bangalore,560013,0,1
07-12-2025,Karnataka,Bangalore,560017,0,1
07-12-2025,Karnataka,Bangalore,560018,1,2
07-12-2025,Karnataka,Bangalore,560021,0,5
07-12-2025,Karnataka,Bangalore,560035,0,1
07-12-2025,Karnataka,Bangalore,560043,0,6
07-12-2025,Karnataka,Bangalore,560072,0,2
07-12-2025,Karnataka,Bangalore,560073,1,5
07-12-2025,Karnataka,Bangalore,560078,1,3
07-12-2025,Karnataka,Bangalore,560087,0,1
07-12-2025,Karnataka,Bangalore,560090,1,3
07-12-2025,Karnataka,Bangalore,560100,0,4
07-12-2025,Karnataka,Bangalore,560103,0,4
07-12-2025,Karnataka,Bangalore,562125,0,2
19-11-2025,Karnataka,Bangalore,560003,1,5
19-11-2025,Karnataka,Bangalore,560015,0,1
19-11-2025,Karnataka,Bangalore,560023,0,6
19-11-2025,Karnataka,Bangalore,560025,0,1
19-11-2025,Karnataka,Bangalore,560027,0,7
19-11-2025,Karnataka,Bangalore,560040,0,6
19-11-2025,Karnataka,Bangalore,560041,0,1
19-11-2025,Karnataka,Bangalore,560045,0,16
19-11-2025,Karnataka,Bangalore,560050,0,4
19-11-2025,Karnataka,Bangalore,560054,0,3
19-11-2025,Karnataka,Bangalore,560058,0,7
19-11-2025,Karnataka,Bangalore,560065,0,2
19-11-2025,Karnataka,Bangalore,560088,0,1
19-11-2025,Karnataka,Bangalore,560090,0,2
19-11-2025,Karnataka,Bangalore,560092,0,5
19-11-2025,Karnataka,Bangalore,560093,0,1
19-11-2025,Karnataka,Bangalore,560094,0,3
29-10-2025,Karnataka,Bangalore,560018,0,3
29-10-2025,Karnataka,Bangalore,560019,0,4
29-10-2025,Karnataka,Bangalore,560021,0,5
29-10-2025,Karnataka,Bangalore,560030,0,2
29-10-2025,Karnataka,Bangalore,560041,0,1
29-10-2025,Karnataka,Bangalore,560060,0,10
29-10-2025,Karnataka,Bangalore,560061,0,8
29-10-2025,Karnataka,Bangalore,560063,0,1
29-10-2025,Karnataka,Bangalore,560076,0,8
29-10-2025,Karnataka,Bangalore,560078,1,15
29-10-2025,Karnataka,Bangalore,560086,0,2
29-10-2025,Karnataka,Bangalore,560087,1,7
29-10-2025,Karnataka,Bangalore,560092,1,4
29-10-2025,Karnataka,Bangalore,560093,0,2
29-10-2025,Karnataka,Bangalore,562110,0,1
29-10-2025,Karnataka,Bangalore,562125,1,7
03-11-2025,Karnataka,Bangalore,560002,0,2
03-11-2025,Karnataka,Bangalore,560008,1,4
03-11-2025,Karnataka,Bangalore,560009,0,2
03-11-2025,Karnataka,Bangalore,560016,0,11
03-11-2025,Karnataka,Bangalore,560028,0,2
03-11-2025,Karnataka,Bangalore,560032,5,11
03-11-2025,Karnataka,Bangalore,560034,0,3
03-11-2025,Karnataka,Bangalore,560040,0,3
03-11-2025,Karnataka,Bangalore,560045,0,25
03-11-2025,Karnataka,Bangalore,560056,0,4
03-11-2025,Karnataka,Bangalore,560064,1,13
03-11-2025,Karnataka,Bangalore,560066,0,4
03-11-2025,Karnataka,Bangalore,560069,0,3
03-11-2025,Karnataka,Bangalore,560070,0,7
03-11-2025,Karnataka,Bangalore,560071,0,1
03-11-2025,Karnataka,Bangalore,560079,1,13
03-11-2025,Karnataka,Bangalore,560082,0,6
03-11-2025,Karnataka,Bangalore,560102,0,1
03-11-2025,Karnataka,Bangalore,560105,0,4
03-11-2025,Karnataka,Bangalore,562106,0,9
22-11-2025,Karnataka,Bangalore,560001,0,3
22-11-2025,Karnataka,Bangalore,560010,1,4
22-11-2025,Karnataka,Bangalore,560022,0,4
22-11-2025,Karnataka,Bangalore,560026,1,10
22-11-2025,Karnataka,Bangalore,560027,0,1
22-11-2025,Karnataka,Bangalore,560036,1,1
22-11-2025,Karnataka,Bangalore,560040,0,6
22-11-2025,Karnataka,Bangalore,560054,0,1
22-11-2025,Karnataka,Bangalore,560060,0,1
22-11-2025,Karnataka,Bangalore,560061,0,1
22-11-2025,Karnataka,Bangalore,560066,0,1
22-11-2025,Karnataka,Bangalore,560067,0,2
22-11-2025,Karnataka,Bangalore,560070,0,4
22-11-2025,Karnataka,Bangalore,560072,0,5
22-11-2025,Karnataka,Bangalore,560075,0,2
22-11-2025,Karnataka,Bangalore,560084,0,6
22-11-2025,Karnataka,Bangalore,560089,0,1
22-11-2025,Karnataka,Bangalore,560093,0,1
22-11-2025,Karnataka,Bangalore,560096,0,3
22-11-2025,Karnataka,Bangalore,561203,2,0
22-11-2025,Karnataka,Bangalore,562107,1,5
22-11-2025,Karnataka,Bangalore,562123,0,3
22-11-2025,Karnataka,Bangalore,562157,0,1
31-10-2025,Karnataka,Bangalore,560002,1,5
31-10-2025,Karnataka,Bangalore,560006,0,4
31-10-2025,Karnataka,Bangalore,560026,0,14
31-10-2025,Karnataka,Bangalore,560030,0,2
31-10-2025,Karnataka,Bangalore,560034,0,1
31-10-2025,Karnataka,Bangalore,560039,0,2
31-10-2025,Karnataka,Bangalore,560041,0,1
31-10-2025,Karnataka,Bangalore,560049,0,6
31-10-2025,Karnataka,Bangalore,560051,0,3
31-10-2025,Karnataka,Bangalore,560056,1,4
31-10-2025,Karnataka,Bangalore,560061,0,4
31-10-2025,Karnataka,Bangalore,560066,0,5
31-10-2025,Karnataka,Bangalore,560070,0,8
31-10-2025,Karnataka,Bangalore,560079,0,13
31-10-2025,Karnataka,Bangalore,560089,0,3
31-10-2025,Karnataka,Bangalore,560093,1,3
31-10-2025,Karnataka,Bangalore,560105,0,2
31-10-2025,Karnataka,Bangalore,562106,2,7
31-10-2025,Karnataka,Bangalore,562149,0,3
23-11-2025,Karnataka,Bangalore,560017,0,2
23-11-2025,Karnataka,Bangalore,560040,1,1
23-11-2025,Karnataka,Bangalore,560041,0,1
23-11-2025,Karnataka,Bangalore,560045,0,1
23-11-2025,Karnataka,Bangalore,560050,0,1
23-11-2025,Karnataka,Bangalore,560054,0,1
23-11-2025,Karnataka,Bangalore,560062,0,1
23-11-2025,Karnataka,Bangalore,560070,0,2
23-11-2025,Karnataka,Bangalore,560087,1,0
24-11-2025,Karnataka,Bangalore,560005,0,3
24-11-2025,Karnataka,Bangalore,560042,0,2
24-11-2025,Karnataka,Bangalore,560057,0,5
24-11-2025,Karnataka,Bangalore,560071,0,1
24-11-2025,Karnataka,Bangalore,560083,0,3
24-11-2025,Karnataka,Bangalore,560089,0,3
24-11-2025,Karnataka,Bangalore,560093,0,2
24-11-2025,Karnataka,Bangalore,560100,0,3
24-11-2025,Karnataka,Bangalore,560104,0,1
24-11-2025,Karnataka,Bangalore,562110,0,1
18-11-2025,Karnataka,Bangalore,560026,4,13
18-11-2025,Karnataka,Bangalore,560054,0,4
18-11-2025,Karnataka,Bangalore,560058,0,9
18-11-2025,Karnataka,Bangalore,560064,0,8
18-11-2025,Karnataka,Bangalore,560066,0,2
18-11-2025,Karnataka,Bangalore,560071,1,2
18-11-2025,Karnataka,Bangalore,560075,0,2
18-11-2025,Karnataka,Bangalore,560077,0,5
18-11-2025,Karnataka,Bangalore,560085,0,3
18-11-2025,Karnataka,Bangalore,560091,0,13
18-11-2025,Karnataka,Bangalore,560093,1,3
18-11-2025,Karnataka,Bangalore,560096,0,6
18-11-2025,Karnataka,Bangalore,560103,0,3
18-11-2025,Karnataka,Bangalore,562106,0,4
18-11-2025,Karnataka,Bangalore,562123,0,5
17-11-2025,Karnataka,Bangalore,560002,0,6
17-11-2025,Karnataka,Bangalore,560003,0,8
17-11-2025,Karnataka,Bangalore,560004,0,7
17-11-2025,Karnataka,Bangalore,560017,0,2
17-11-2025,Karnataka,Bangalore,560020,0,1
17-11-2025,Karnataka,Bangalore,560027,0,5
17-11-2025,Karnataka,Bangalore,560028,0,3
17-11-2025,Karnataka,Bangalore,560045,1,22
17-11-2025,Karnataka,Bangalore,560046,0,5
17-11-2025,Karnataka,Bangalore,560049,0,2
17-11-2025,Karnataka,Bangalore,560058,0,4
17-11-2025,Karnataka,Bangalore,560066,0,3
17-11-2025,Karnataka,Bangalore,560073,2,9
17-11-2025,Karnataka,Bangalore,560078,1,13
17-11-2025,Karnataka,Bangalore,560079,1,15
17-11-2025,Karnataka,Bangalore,560088,0,2
17-11-2025,Karnataka,Bangalore,560096,0,5
17-11-2025,Karnataka,Bangalore,560098,1,4
17-11-2025,Karnataka,Bangalore,560102,0,1
17-11-2025,Karnataka,Bangalore,562123,0,6
20-11-2025,Karnataka,Bangalore,560001,0,4
20-11-2025,Karnataka,Bangalore,560002,0,2
20-11-2025,Karnataka,Bangalore,560022,2,3
20-11-2025,Karnataka,Bangalore,560026,1,10
20-11-2025,Karnataka,Bangalore,560033,0,6
20-11-2025,Karnataka,Bangalore,560035,0,1
20-11-2025,Karnataka,Bangalore,560040,0,6
20-11-2025,Karnataka,Bangalore,560042,0,1
20-11-2025,Karnataka,Bangalore,560046,0,1
20-11-2025,Karnataka,Bangalore,560047,0,5
20-11-2025,Karnataka,Bangalore,560048,0,1
20-11-2025,Karnataka,Bangalore,560049,0,6
20-11-2025,Karnataka,Bangalore,560056,0,2
20-11-2025,Karnataka,Bangalore,560059,0,1
20-11-2025,Karnataka,Bangalore,560063,0,2
20-11-2025,Karnataka,Bangalore,560067,0,4
20-11-2025,Karnataka,Bangalore,560077,1,8
20-11-2025,Karnataka,Bangalore,560078,0,23
20-11-2025,Karnataka,Bangalore,560082,0,3
20-11-2025,Karnataka,Bangalore,560086,0,5
20-11-2025,Karnataka,Bangalore,560092,0,9
20-11-2025,Karnataka,Bangalore,560093,0,3
20-11-2025,Karnataka,Bangalore,560094,0,6
20-11-2025,Karnataka,Bangalore,560095,0,3
20-11-2025,Karnataka,Bangalore,560102,0,2
20-11-2025,Karnataka,Bangalore,560105,0,1
20-11-2025,Karnataka,Bangalore,561203,0,1
21-11-2025,Karnataka,Bangalore,560001,0,1
21-11-2025,Karnataka,Bangalore,560004,0,6
21-11-2025,Karnataka,Bangalore,560005,0,1
21-11-2025,Karnataka,Bangalore,560008,0,7
21-11-2025,Karnataka,Bangalore,560011,0,2
21-11-2025,Karnataka,Bangalore,560019,0,3
21-11-2025,Karnataka,Bangalore,560020,0,1
21-11-2025,Karnataka,Bangalore,560023,0,5
21-11-2025,Karnataka,Bangalore,560059,1,0
21-11-2025,Karnataka,Bangalore,560061,1,5
21-11-2025,Karnataka,Bangalore,560064,0,9
21-11-2025,Karnataka,Bangalore,560066,0,4
21-11-2025,Karnataka,Bangalore,560072,1,3
21-11-2025,Karnataka,Bangalore,560079,0,8
21-11-2025,Karnataka,Bangalore,560086,0,3
21-11-2025,Karnataka,Bangalore,560095,0,2
21-11-2025,Karnataka,Bangalore,560100,0,2
21-11-2025,Karnataka,Bangalore,562107,1,3
21-11-2025,Karnataka,Bangalore,562157,0,2
02-11-2025,Karnataka,Bangalore,560004,0,1
02-11-2025,Karnataka,Bangalore,560010,0,2
02-11-2025,Karnataka,Bangalore,560018,0,3
02-11-2025,Karnataka,Bangalore,560019,0,1
02-11-2025,Karnataka,Bangalore,560020,0,1
02-11-2025,Karnataka,Bangalore,560026,2,3
02-11-2025,Karnataka,Bangalore,560030,0,1
02-11-2025,Karnataka,Bangalore,560032,1,0
02-11-2025,Karnataka,Bangalore,560036,0,4
02-11-2025,Karnataka,Bangalore,560040,0,3
02-11-2025,Karnataka,Bangalore,560049,0,1
02-11-2025,Karnataka,Bangalore,560060,0,1
02-11-2025,Karnataka,Bangalore,560062,0,2
02-11-2025,Karnataka,Bangalore,560067,0,1
02-11-2025,Karnataka,Bangalore,560076,0,2
02-11-2025,Karnataka,Bangalore,560080,0,1
02-11-2025,Karnataka,Bangalore,560092,0,1
02-11-2025,Karnataka,Bangalore,560103,0,1
02-11-2025,Karnataka,Bangalore,561203,0,1
02-11-2025,Karnataka,Bangalore,562125,0,2
01-11-2025,Karnataka,Bangalore,560001,0,1
01-11-2025,Karnataka,Bangalore,560011,0,2
01-11-2025,Karnataka,Bangalore,560017,0,1
01-11-2025,Karnataka,Bangalore,560037,0,3
01-11-2025,Karnataka,Bangalore,560040,0,1
01-11-2025,Karnataka,Bangalore,560066,0,1
01-11-2025,Karnataka,Bangalore,560076,0,3
01-11-2025,Karnataka,Bangalore,560088,0,1
01-11-2025,Karnataka,Bangalore,560097,1,0
01-11-2025,Karnataka,Bangalore,560102,0,1
01-11-2025,Karnataka,Bangalore,560103,0,2
01-11-2025,Karnataka,Bangalore,560105,1,2
01-11-2025,Karnataka,Bangalore,562107,0,6
01-11-2025,Karnataka,Bangalore,562125,0,1
01-11-2025,Karnataka,Bangalore,562157,0,1
30-10-2025,Karnataka,Bangalore,560001,1,2
30-10-2025,Karnataka,Bangalore,560006,0,1
30-10-2025,Karnataka,Bangalore,560020,0,2
30-10-2025,Karnataka,Bangalore,560030,0,7
30-10-2025,Karnataka,Bangalore,560032,1,17
30-10-2025,Karnataka,Bangalore,560038,0,3
30-10-2025,Karnataka,Bangalore,560041,0,5
30-10-2025,Karnataka,Bangalore,560043,1,6
30-10-2025,Karnataka,Bangalore,560047,1,7
30-10-2025,Karnataka,Bangalore,560048,1,5
30-10-2025,Karnataka,Bangalore,560050,0,6
30-10-2025,Karnataka,Bangalore,560058,1,7
30-10-2025,Karnataka,Bangalore,560060,0,4
30-10-2025,Karnataka,Bangalore,560061,0,10
30-10-2025,Karnataka,Bangalore,560062,0,10
30-10-2025,Karnataka,Bangalore,560072,1,5
30-10-2025,Karnataka,Bangalore,560103,0,5
30-10-2025,Karnataka,Bangalore,562107,1,8
30-10-2025,Karnataka,Bangalore,562125,0,6
25-11-2025,Karnataka,Bangalore,560001,0,3
25-11-2025,Karnataka,Bangalore,560016,1,3
25-11-2025,Karnataka,Bangalore,560021,0,6
25-11-2025,Karnataka,Bangalore,560027,0,6
25-11-2025,Karnataka,Bangalore,560038,1,0
25-11-2025,Karnataka,Bangalore,560045,1,19
25-11-2025,Karnataka,Bangalore,560056,0,5
25-11-2025,Karnataka,Bangalore,560060,0,5
25-11-2025,Karnataka,Bangalore,560067,1,8
25-11-2025,Karnataka,Bangalore,560073,0,7
25-11-2025,Karnataka,Bangalore,560077,0,4
25-11-2025,Karnataka,Bangalore,560093,0,1
25-11-2025,Karnataka,Bangalore,560094,0,3
25-11-2025,Karnataka,Bangalore,562114,0,1
25-11-2025,Karnataka,Bangalore,562123,0,4
26-11-2025,Karnataka,Bangalore,560004,0,2
26-11-2025,Karnataka,Bangalore,560006,0,2
26-11-2025,Karnataka,Bangalore,560008,0,3
26-11-2025,Karnataka,Bangalore,560021,0,11
26-11-2025,Karnataka,Bangalore,560024,0,1
26-11-2025,Karnataka,Bangalore,560030,0,1
26-11-2025,Karnataka,Bangalore,560036,0,9
26-11-2025,Karnataka,Bangalore,560037,0,3
26-11-2025,Karnataka,Bangalore,560043,1,4
26-11-2025,Karnataka,Bangalore,560048,0,4
26-11-2025,Karnataka,Bangalore,560057,0,3
26-11-2025,Karnataka,Bangalore,560061,0,3
26-11-2025,Karnataka,Bangalore,560064,1,8
26-11-2025,Karnataka,Bangalore,560069,0,1
26-11-2025,Karnataka,Bangalore,560072,0,2
26-11-2025,Karnataka,Bangalore,560079,0,6
26-11-2025,Karnataka,Bangalore,560090,0,3
26-11-2025,Karnataka,Bangalore,560094,0,4
26-11-2025,Karnataka,Bangalore,560102,1,3
26-11-2025,Karnataka,Bangalore,560106,0,1
26-11-2025,Karnataka,Bangalore,562107,0,2
26-11-2025,Karnataka,Bangalore,562123,0,6
26-11-2025,Karnataka,Bangalore,562130,0,4
26-11-2025,Karnataka,Bangalore,562157,0,4
01-12-2025,Karnataka,Bangalore,560002,0,4
01-12-2025,Karnataka,Bangalore,560003,0,4
01-12-2025,Karnataka,Bangalore,560008,0,5
01-12-2025,Karnataka,Bangalore,560017,0,5
01-12-2025,Karnataka,Bangalore,560018,0,5
01-12-2025,Karnataka,Bangalore,560021,0,2
01-12-2025,Karnataka,Bangalore,560035,0,2
01-12-2025,Karnataka,Bangalore,560043,0,7
01-12-2025,Karnataka,Bangalore,560045,0,29
01-12-2025,Karnataka,Bangalore,560048,0,2
01-12-2025,Karnataka,Bangalore,560051,0,2
01-12-2025,Karnataka,Bangalore,560053,0,4
01-12-2025,Karnataka,Bangalore,560060,0,7
01-12-2025,Karnataka,Bangalore,560062,0,6
01-12-2025,Karnataka,Bangalore,560064,0,14
01-12-2025,Karnataka,Bangalore,560076,0,5
01-12-2025,Karnataka,Bangalore,560094,0,4
01-12-2025,Karnataka,Bangalore,560100,0,2
01-12-2025,Karnataka,Bangalore,560105,0,5
01-12-2025,Karnataka,Bangalore,562123,0,3
02-12-2025,Karnataka,Bangalore,560005,0,5
02-12-2025,Karnataka,Bangalore,560038,0,1
02-12-2025,Karnataka,Bangalore,560042,0,1
02-12-2025,Karnataka,Bangalore,560047,1,8
02-12-2025,Karnataka,Bangalore,560048,0,7
02-12-2025,Karnataka,Bangalore,560057,0,4
02-12-2025,Karnataka,Bangalore,560058,0,4
02-12-2025,Karnataka,Bangalore,560061,0,6
02-12-2025,Karnataka,Bangalore,560065,0,5
02-12-2025,Karnataka,Bangalore,560069,0,2
02-12-2025,Karnataka,Bangalore,560070,0,5
02-12-2025,Karnataka,Bangalore,560083,0,6
02-12-2025,Karnataka,Bangalore,560084,0,7
02-12-2025,Karnataka,Bangalore,560086,0,4
02-12-2025,Karnataka,Bangalore,560090,0,2
02-12-2025,Karnataka,Bangalore,560096,0,8
02-12-2025,Karnataka,Bangalore,560102,0,6
02-12-2025,Karnataka,Bangalore,560103,1,2
02-12-2025,Karnataka,Bangalore,562109,0,1
27-11-2025,Karnataka,Bangalore,560008,0,2
27-11-2025,Karnataka,Bangalore,560010,0,9
27-11-2025,Karnataka,Bangalore,560019,0,2
27-11-2025,Karnataka,Bangalore,560026,1,11
27-11-2025,Karnataka,Bangalore,560033,0,3
27-11-2025,Karnataka,Bangalore,560036,0,11
27-11-2025,Karnataka,Bangalore,560043,1,10
27-11-2025,Karnataka,Bangalore,560050,0,5
27-11-2025,Karnataka,Bangalore,560053,0,3
27-11-2025,Karnataka,Bangalore,560056,0,3
27-11-2025,Karnataka,Bangalore,560060,0,6
27-11-2025,Karnataka,Bangalore,560066,0,1
27-11-2025,Karnataka,Bangalore,560076,1,6
27-11-2025,Karnataka,Bangalore,560078,0,16
27-11-2025,Karnataka,Bangalore,560082,0,1
27-11-2025,Karnataka,Bangalore,560086,1,1
28-11-2025,Karnataka,Bangalore,560001,0,1
28-11-2025,Karnataka,Bangalore,560003,0,4
28-11-2025,Karnataka,Bangalore,560005,0,1
28-11-2025,Karnataka,Bangalore,560010,0,6
28-11-2025,Karnataka,Bangalore,560018,0,3
28-11-2025,Karnataka,Bangalore,560019,0,2
28-11-2025,Karnataka,Bangalore,560022,0,3
28-11-2025,Karnataka,Bangalore,560033,0,2
28-11-2025,Karnataka,Bangalore,560036,0,6
28-11-2025,Karnataka,Bangalore,560041,0,1
28-11-2025,Karnataka,Bangalore,560043,2,16
