date,state,district,pincode,age_0_5,age_5_17,age_18_greater
11-11-2025,Karnataka,Bangalore,560100,1,2,0
11-11-2025,Karnataka,Bangalore,562120,1,0,0
11-11-2025,Karnataka,Bangalore,562123,1,0,0
16-11-2025,Karnataka,Bangalore,560006,1,0,0
16-11-2025,Karnataka,Bangalore,560010,0,1,0
16-11-2025,Karnataka,Bangalore,560011,1,0,0
16-11-2025,Karnataka,Bangalore,560017,1,0,0
16-11-2025,Karnataka,Bangalore,560022,2,1,0
16-11-2025,Karnataka,Bangalore,560064,1,1,0
16-11-2025,Karnataka,Bangalore,560066,1,0,0
16-11-2025,Karnataka,Bangalore,560072,1,1,0
16-11-2025,Karnataka,Bangalore,560078,2,1,0
16-11-2025,Karnataka,Bangalore,560084,1,0,0
16-11-2025,Karnataka,Bangalore,562107,1,0,0
17-11-2025,Karnataka,Bangalore,560002,1,0,0
17-11-2025,Karnataka,Bangalore,560003,0,1,0
17-11-2025,Karnataka,Bangalore,560004,1,0,0
17-11-2025,Karnataka,Bangalore,560009,1,0,0
17-11-2025,Karnataka,Bangalore,560020,1,0,0
17-11-2025,Karnataka,Bangalore,560027,2,0,0
17-11-2025,Karnataka,Bangalore,560045,2,1,0
17-11-2025,Karnataka,Bangalore,560046,2,1,0
17-11-2025,Karnataka,Bangalore,560049,0,1,0
17-11-2025,Karnataka,Bangalore,560058,1,0,0
17-11-2025,Karnataka,Bangalore,560059,1,0,0
17-11-2025,Karnataka,Bangalore,560073,1,0,0
17-11-2025,Karnataka,Bangalore,560078,1,1,0
17-11-2025,Karnataka,Bangalore,560096,1,0,0
17-11-2025,Karnataka,Bangalore,560098,1,0,0
17-11-2025,Karnataka,Bangalore,562123,2,0,0
25-11-2025,Karnataka,Bangalore,560001,3,0,0
25-11-2025,Karnataka,Bangalore,560016,3,3,0
25-11-2025,Karnataka,Bangalore,560017,2,0,0
25-11-2025,Karnataka,Bangalore,560021,3,0,0
25-11-2025,Karnataka,Bangalore,560027,1,0,0
25-11-2025,Karnataka,Bangalore,560045,5,3,0
25-11-2025,Karnataka,Bangalore,560052,1,0,0
25-11-2025,Karnataka,Bangalore,560056,1,0,0
25-11-2025,Karnataka,Bangalore,560067,1,1,0
25-11-2025,Karnataka,Bangalore,560073,1,0,0
25-11-2025,Karnataka,Bangalore,560077,5,0,0
25-11-2025,Karnataka,Bangalore,560093,1,1,0
25-11-2025,Karnataka,Bangalore,560094,2,0,0
25-11-2025,Karnataka,Bangalore,562123,1,0,0
15-12-2025,Karnataka,Bangalore,560009,1,0,0
15-12-2025,Karnataka,Bangalore,560016,4,1,0
15-12-2025,Karnataka,Bangalore,560023,3,2,0
15-12-2025,Karnataka,Bangalore,560026,6,1,0
15-12-2025,Karnataka,Bangalore,560036,4,2,0
15-12-2025,Karnataka,Bangalore,560037,1,1,0
15-12-2025,Karnataka,Bangalore,560045,14,2,0
15-12-2025,Karnataka,Bangalore,560051,1,0,0
15-12-2025,Karnataka,Bangalore,560057,3,0,0
15-12-2025,Karnataka,Bangalore,560067,4,0,0
15-12-2025,Karnataka,Bangalore,560068,7,4,0
15-12-2025,Karnataka,Bangalore,560075,2,1,0
15-12-2025,Karnataka,Bangalore,560077,4,0,0
15-12-2025,Karnataka,Bangalore,560087,3,0,0
15-12-2025,Karnataka,Bangalore,560100,6,2,0
15-12-2025,Karnataka,Bangalore,560103,1,0,0
15-12-2025,Karnataka,Bangalore,560104,1,0,0
15-12-2025,Karnataka,Bangalore,560105,3,0,0
15-12-2025,Karnataka,Bangalore,561203,2,0,0
15-12-2025,Karnataka,Bangalore,562125,1,0,0
15-12-2025,Karnataka,Bangalore,562130,1,0,0
21-12-2025,Karnataka,Bangalore,560003,2,0,0
21-12-2025,Karnataka,Bangalore,560006,1,0,0
21-12-2025,Karnataka,Bangalore,560037,1,0,0
21-12-2025,Karnataka,Bangalore,560039,1,0,0
21-12-2025,Karnataka,Bangalore,560082,2,0,0
21-12-2025,Karnataka,Bangalore,560083,2,0,0
21-12-2025,Karnataka,Bangalore,560095,1,0,0
05-11-2025,Karnataka,Bangalore,560021,2,0,0
05-11-2025,Karnataka,Bangalore,560024,1,0,0
05-11-2025,Karnataka,Bangalore,560045,6,0,0
05-11-2025,Karnataka,Bangalore,560047,2,0,0
05-11-2025,Karnataka,Bangalore,560049,1,1,0
05-11-2025,Karnataka,Bangalore,560062,3,0,0
05-11-2025,Karnataka,Bangalore,560071,1,0,0
05-11-2025,Karnataka,Bangalore,560072,2,1,0
05-11-2025,Karnataka,Bangalore,560073,1,0,0
05-11-2025,Karnataka,Bangalore,562106,4,0,0
06-11-2025,Karnataka,Bangalore,560015,1,0,0
06-11-2025,Karnataka,Bangalore,560022,1,0,0
06-11-2025,Karnataka,Bangalore,560027,1,0,0
06-11-2025,Karnataka,Bangalore,560045,3,0,0
06-11-2025,Karnataka,Bangalore,560051,1,0,0
06-11-2025,Karnataka,Bangalore,560058,2,0,0
06-11-2025,Karnataka,Bangalore,560064,1,0,0
06-11-2025,Karnataka,Bangalore,560085,1,0,0
06-11-2025,Karnataka,Bangalore,560095,1,0,0
06-11-2025,Karnataka,Bangalore,562106,2,0,0
08-11-2025,Karnataka,Bangalore,560008,1,1,0
08-11-2025,Karnataka,Bangalore,560032,3,0,0
08-11-2025,Karnataka,Bangalore,560053,1,1,0
08-11-2025,Karnataka,Bangalore,560054,1,0,0
08-11-2025,Karnataka,Bangalore,560067,2,0,0
08-11-2025,Karnataka,Bangalore,560069,1,0,0
08-11-2025,Karnataka,Bangalore,560077,1,0,0
08-11-2025,Karnataka,Bangalore,560084,0,1,0
08-11-2025,Karnataka,Bangalore,560094,0,1,0
08-11-2025,Karnataka,Bangalore,560096,1,0,0
08-11-2025,Karnataka,Bangalore,562123,2,0,0
07-11-2025,Karnataka,Bangalore,560028,1,0,0
07-11-2025,Karnataka,Bangalore,560045,1,0,0
07-11-2025,Karnataka,Bangalore,560062,0,2,0
07-11-2025,Karnataka,Bangalore,560075,0,1,0
07-11-2025,Karnataka,Bangalore,560079,2,0,0
09-11-2025,Karnataka,Bangalore,560017,1,1,0
09-11-2025,Karnataka,Bangalore,560023,1,0,0
09-11-2025,Karnataka,Bangalore,560040,1,0,0
09-11-2025,Karnataka,Bangalore,560064,2,0,0
09-11-2025,Karnataka,Bangalore,560098,2,0,0
10-11-2025,Karnataka,Bangalore,560010,1,0,0
10-11-2025,Karnataka,Bangalore,560022,1,1,0
10-11-2025,Karnataka,Bangalore,560032,5,2,0
10-11-2025,Karnataka,Bangalore,560035,1,1,0
10-11-2025,Karnataka,Bangalore,560047,3,1,0
10-11-2025,Karnataka,Bangalore,560067,2,0,0
10-11-2025,Karnataka,Bangalore,560086,1,1,0
10-11-2025,Karnataka,Bangalore,560090,1,0,0
10-11-2025,Karnataka,Bangalore,562123,2,0,0
14-11-2025,Karnataka,Bangalore,560015,0,1,0
14-11-2025,Karnataka,Bangalore,560021,1,1,0
14-11-2025,Karnataka,Bangalore,560029,0,1,0
14-11-2025,Karnataka,Bangalore,560030,2,0,0
14-11-2025,Karnataka,Bangalore,560039,1,0,0
14-11-2025,Karnataka,Bangalore,560054,1,0,0
14-11-2025,Karnataka,Bangalore,560060,4,1,0
14-11-2025,Karnataka,Bangalore,560068,2,1,0
14-11-2025,Karnataka,Bangalore,560085,2,1,0
14-11-2025,Karnataka,Bangalore,560092,1,0,0
14-11-2025,Karnataka,Bangalore,562123,2,0,0
15-11-2025,Karnataka,Bangalore,560003,2,0,0
15-11-2025,Karnataka,Bangalore,560027,1,0,0
15-11-2025,Karnataka,Bangalore,560028,1,0,0
15-11-2025,Karnataka,Bangalore,560030,2,0,0
15-11-2025,Karnataka,Bangalore,560040,1,0,0
15-11-2025,Karnataka,Bangalore,560043,2,1,0
15-11-2025,Karnataka,Bangalore,560045,5,1,0
15-11-2025,Karnataka,Bangalore,560048,1,0,0
15-11-2025,Karnataka,Bangalore,560054,2,0,0
15-11-2025,Karnataka,Bangalore,560062,1,0,0
15-11-2025,Karnataka,Bangalore,560068,2,2,0
15-11-2025,Karnataka,Bangalore,560076,5,0,0
15-11-2025,Karnataka,Bangalore,560079,2,0,0
15-11-2025,Karnataka,Bangalore,560100,2,1,0
18-11-2025,Karnataka,Bangalore,560026,5,0,0
18-11-2025,Karnataka,Bangalore,560046,2,0,0
18-11-2025,Karnataka,Bangalore,560054,2,0,0
18-11-2025,Karnataka,Bangalore,560058,2,1,0
18-11-2025,Karnataka,Bangalore,560064,8,1,0
18-11-2025,Karnataka,Bangalore,560066,1,0,0
18-11-2025,Karnataka,Bangalore,560075,0,2,0
18-11-2025,Karnataka,Bangalore,560085,1,0,0
18-11-2025,Karnataka,Bangalore,560091,3,0,0
18-11-2025,Karnataka,Bangalore,560093,1,0,0
18-11-2025,Karnataka,Bangalore,560096,1,0,0
18-11-2025,Karnataka,Bangalore,562106,4,1,0
18-11-2025,Karnataka,Bangalore,562123,1,0,0
19-11-2025,Karnataka,Bangalore,560003,1,0,0
19-11-2025,Karnataka,Bangalore,560006,1,0,0
19-11-2025,Karnataka,Bangalore,560015,2,0,0
19-11-2025,Karnataka,Bangalore,560023,4,0,0
19-11-2025,Karnataka,Bangalore,560040,4,0,0
19-11-2025,Karnataka,Bangalore,560041,0,1,0
19-11-2025,Karnataka,Bangalore,560045,13,1,0
19-11-2025,Karnataka,Bangalore,560054,1,0,0
19-11-2025,Karnataka,Bangalore,560058,3,0,0
19-11-2025,Karnataka,Bangalore,560088,1,0,0
19-11-2025,Karnataka,Bangalore,560090,1,0,0
19-11-2025,Karnataka,Bangalore,560092,1,0,0
23-12-2025,Karnataka,Bangalore,560005,1,0,0
23-12-2025,Karnataka,Bangalore,560010,1,0,0
23-12-2025,Karnataka,Bangalore,560021,2,0,0
23-12-2025,Karnataka,Bangalore,560045,5,0,0
23-12-2025,Karnataka,Bangalore,560054,2,0,0
23-12-2025,Karnataka,Bangalore,560061,2,0,0
23-12-2025,Karnataka,Bangalore,560067,3,0,0
23-12-2025,Karnataka,Bangalore,560077,1,0,0
23-12-2025,Karnataka,Bangalore,560079,6,0,0
23-12-2025,Karnataka,Bangalore,560084,4,0,0
23-12-2025,Karnataka,Bangalore,560085,3,0,0
22-12-2025,Karnataka,Bangalore,560002,1,0,0
22-12-2025,Karnataka,Bangalore,560024,1,0,0
22-12-2025,Karnataka,Bangalore,560030,2,0,0
22-12-2025,Karnataka,Bangalore,560043,3,0,0
22-12-2025,Karnataka,Bangalore,560050,4,0,0
22-12-2025,Karnataka,Bangalore,560061,3,0,0
22-12-2025,Karnataka,Bangalore,560062,3,0,0
22-12-2025,Karnataka,Bangalore,560068,8,0,0
22-12-2025,Karnataka,Bangalore,560076,5,0,0
22-12-2025,Karnataka,Bangalore,560084,5,0,0
22-12-2025,Karnataka,Bangalore,560087,5,0,0
22-12-2025,Karnataka,Bangalore,560092,1,0,0
22-12-2025,Karnataka,Bangalore,560099,4,0,0
22-12-2025,Karnataka,Bangalore,560103,2,0,0
22-12-2025,Karnataka,Bangalore,560105,2,0,0
25-12-2025,Karnataka,Bangalore,560024,1,0,0
25-12-2025,Karnataka,Bangalore,560043,0,2,0
25-12-2025,Karnataka,Bangalore,560046,1,0,0
25-12-2025,Karnataka,Bangalore,560056,0,1,0
25-12-2025,Karnataka,Bangalore,560082,1,0,0
24-12-2025,Karnataka,Bangalore,560023,3,0,0
24-12-2025,Karnataka,Bangalore,560046,2,0,0
24-12-2025,Karnataka,Bangalore,560072,1,0,0
24-12-2025,Karnataka,Bangalore,560083,2,0,0
24-12-2025,Karnataka,Bangalore,560089,1,0,0
24-12-2025,Karnataka,Bangalore,560096,3,2,0
24-12-2025,Karnataka,Bangalore,560100,1,0,0
24-12-2025,Karnataka,Bangalore,562110,1,0,0
24-12-2025,Karnataka,Bangalore,562120,1,0,0
24-12-2025,Karnataka,Bangalore,562123,2,0,0
27-12-2025,Karnataka,Bangalore,560015,1,0,0
27-12-2025,Karnataka,Bangalore,560025,1,1,0
27-12-2025,Karnataka,Bangalore,560037,0,1,0
27-12-2025,Karnataka,Bangalore,560061,1,0,0
27-12-2025,Karnataka,Bangalore,560076,1,1,0
27-12-2025,Karnataka,Bangalore,560085,1,0,0
27-12-2025,Karnataka,Bangalore,560088,2,1,0
26-12-2025,Karnataka,Bangalore,560001,1,0,0
26-12-2025,Karnataka,Bangalore,560061,1,0,0
26-12-2025,Karnataka,Bangalore,560064,2,0,0
26-12-2025,Karnataka,Bangalore,560073,1,0,0
26-12-2025,Karnataka,Bangalore,560091,3,0,0
26-12-2025,Karnataka,Bangalore,560096,3,0,0
29-12-2025,Karnataka,Bangalore,560010,1,1,0
29-12-2025,Karnataka,Bangalore,560014,1,0,0
29-12-2025,Karnataka,Bangalore,560026,4,1,0
29-12-2025,Karnataka,Bangalore,560032,1,1,0
29-12-2025,Karnataka,Bangalore,560040,1,1,0
29-12-2025,Karnataka,Bangalore,560058,2,1,0
29-12-2025,Karnataka,Bangalore,560067,1,0,0
29-12-2025,Karnataka,Bangalore,560077,2,0,0
29-12-2025,Karnataka,Bangalore,560079,2,0,0
29-12-2025,Karnataka,Bangalore,560083,3,0,0
29-12-2025,Karnataka,Bangalore,560088,1,0,0
29-12-2025,Karnataka,Bangalore,560091,3,0,0
29-12-2025,Karnataka,Bangalore,560097,3,0,0
29-12-2025,Karnataka,Bangalore,561203,1,0,0
29-12-2025,Karnataka,Bangalore,562149,1,0,0
28-12-2025,Karnataka,Bangalore,560001,1,0,0
28-12-2025,Karnataka,Bangalore,560003,1,0,0
28-12-2025,Karnataka,Bangalore,560006,2,0,0
28-12-2025,Karnataka,Bangalore,560008,1,0,0
28-12-2025,Karnataka,Bangalore,560010,1,1,0
28-12-2025,Karnataka,Bangalore,560011,1,0,0
28-12-2025,Karnataka,Bangalore,560015,2,0,0
28-12-2025,Karnataka,Bangalore,560021,4,0,0
28-12-2025,Karnataka,Bangalore,560023,0,1,0
28-12-2025,Karnataka,Bangalore,560032,3,0,0
28-12-2025,Karnataka,Bangalore,560040,2,1,0
28-12-2025,Karnataka,Bangalore,560068,4,1,0
28-12-2025,Karnataka,Bangalore,560076,2,0,0
28-12-2025,Karnataka,Bangalore,560083,3,0,0
28-12-2025,Karnataka,Bangalore,560095,1,0,0
28-12-2025,Karnataka,Bangalore,560098,2,0,0
01-01-2026,Karnataka,Bangalore,560002,2,1,0
01-01-2026,Karnataka,Bangalore,560008,1,0,0
01-01-2026,Karnataka,Bangalore,560010,1,1,0
01-01-2026,Karnataka,Bangalore,560014,1,0,0
01-01-2026,Karnataka,Bangalore,560016,7,2,0
01-01-2026,Karnataka,Bangalore,560025,0,1,0
01-01-2026,Karnataka,Bangalore,560026,9,5,0
01-01-2026,Karnataka,Bangalore,560036,1,0,0
01-01-2026,Karnataka,Bangalore,560039,3,0,0
01-01-2026,Karnataka,Bangalore,560054,3,3,0
01-01-2026,Karnataka,Bangalore,560056,0,2,0
01-01-2026,Karnataka,Bangalore,560057,5,3,0
01-01-2026,Karnataka,Bangalore,560067,2,0,0
01-01-2026,Karnataka,Bangalore,560070,3,0,0
01-01-2026,Karnataka,Bangalore,560071,1,0,0
01-01-2026,Karnataka,Bangalore,560076,3,4,0
01-01-2026,Karnataka,Bangalore,560079,6,1,0
01-01-2026,Karnataka,Bangalore,560084,5,1,0
01-01-2026,Karnataka,Bangalore,560100,1,0,0
31-12-2025,Karnataka,Bangalore,560004,1,2,0
31-12-2025,Karnataka,Bangalore,560005,0,2,0
31-12-2025,Karnataka,Bangalore,560010,2,1,0
31-12-2025,Karnataka,Bangalore,560014,1,0,0
31-12-2025,Karnataka,Bangalore,560027,2,0,0
31-12-2025,Karnataka,Bangalore,560037,3,3,0
31-12-2025,Karnataka,Bangalore,560072,2,0,0
31-12-2025,Karnataka,Bangalore,560073,3,0,0
31-12-2025,Karnataka,Bangalore,560077,3,0,0
31-12-2025,Karnataka,Bangalore,560078,3,5,0
31-12-2025,Karnataka,Bangalore,562106,2,0,0
03-01-2026,Karnataka,Bangalore,560011,0,1,0
03-01-2026,Karnataka,Bangalore,560027,0,1,0
03-01-2026,Karnataka,Bangalore,560060,0,1,0
03-01-2026,Karnataka,Bangalore,560071,0,1,0
03-01-2026,Karnataka,Bangalore,560097,0,1,0
02-01-2026,Karnataka,Bangalore,560013,1,0,0
02-01-2026,Karnataka,Bangalore,560051,2,0,0
02-01-2026,Karnataka,Bangalore,560053,0,1,0
02-01-2026,Karnataka,Bangalore,560058,2,0,0
02-01-2026,Karnataka,Bangalore,560061,5,1,0
02-01-2026,Karnataka,Bangalore,560079,2,1,0
02-01-2026,Karnataka,Bangalore,560089,1,0,0
02-01-2026,Karnataka,Bangalore,560091,1,1,0
02-01-2026,Karnataka,Bangalore,560102,2,0,0
09-06-2025,Karnataka,Bangalore,560002,1,1,0
09-06-2025,Karnataka,Bangalore,560004,1,1,0
09-06-2025,Karnataka,Bangalore,560005,0,2,0
09-06-2025,Karnataka,Bangalore,560008,1,1,0
09-06-2025,Karnataka,Bangalore,560011,0,2,0
09-06-2025,Karnataka,Bangalore,560016,1,0,0
09-06-2025,Karnataka,Bangalore,560022,1,0,0
09-06-2025,Karnataka,Bangalore,560030,1,1,0
09-06-2025,Karnataka,Bangalore,560043,1,1,0
09-06-2025,Karnataka,Bangalore,560050,1,0,0
09-06-2025,Karnataka,Bangalore,560056,3,0,0
09-06-2025,Karnataka,Bangalore,560057,1,0,0
09-06-2025,Karnataka,Bangalore,560064,3,1,0
09-06-2025,Karnataka,Bangalore,560067,2,3,0
09-06-2025,Karnataka,Bangalore,560068,3,0,0
09-06-2025,Karnataka,Bangalore,560080,1,0,0
09-06-2025,Karnataka,Bangalore,560082,1,2,0
09-06-2025,Karnataka,Bangalore,560083,2,1,0
09-06-2025,Karnataka,Bangalore,560094,2,0,0
09-06-2025,Karnataka,Bangalore,560097,0,1,0
09-06-2025,Karnataka,Bangalore,560098,2,0,0
09-06-2025,Karnataka,Bangalore,560100,1,0,0
09-06-2025,Karnataka,Bangalore,560102,1,0,0
11-06-2025,Karnataka,Bangalore,560004,1,1,0
11-06-2025,Karnataka,Bangalore,560018,2,2,0
11-06-2025,Karnataka,Bangalore,560022,1,0,0
11-06-2025,Karnataka,Bangalore,560030,3,0,0
11-06-2025,Karnataka,Bangalore,560034,2,0,0
11-06-2025,Karnataka,Bangalore,560040,0,1,0
11-06-2025,Karnataka,Bangalore,560051,0,1,0
11-06-2025,Karnataka,Bangalore,560057,1,0,0
11-06-2025,Karnataka,Bangalore,560065,0,1,0
11-06-2025,Karnataka,Bangalore,560068,1,3,0
11-06-2025,Karnataka,Bangalore,560070,2,0,0
11-06-2025,Karnataka,Bangalore,560091,1,3,0
11-06-2025,Karnataka,Bangalore,562107,2,0,0
11-06-2025,Karnataka,Bangalore,562130,2,0,0
11-06-2025,Karnataka,Bangalore,562149,1,0,0
10-06-2025,Karnataka,Bangalore,560002,1,2,0
10-06-2025,Karnataka,Bangalore,560021,1,0,0
10-06-2025,Karnataka,Bangalore,560022,1,0,0
10-06-2025,Karnataka,Bangalore,560023,0,1,0
10-06-2025,Karnataka,Bangalore,560029,3,0,0
10-06-2025,Karnataka,Bangalore,560036,1,0,0
10-06-2025,Karnataka,Bangalore,560043,2,2,0
10-06-2025,Karnataka,Bangalore,560045,1,3,0
10-06-2025,Karnataka,Bangalore,560048,0,1,0
10-06-2025,Karnataka,Bangalore,560049,3,0,0
10-06-2025,Karnataka,Bangalore,560076,2,1,0
10-06-2025,Karnataka,Bangalore,560079,1,0,0
10-06-2025,Karnataka,Bangalore,560087,1,0,0
10-06-2025,Karnataka,Bangalore,560088,1,0,0
10-06-2025,Karnataka,Bangalore,562125,2,0,0
12-06-2025,Karnataka,Bangalore,560002,0,1,0
12-06-2025,Karnataka,Bangalore,560006,1,0,0
12-06-2025,Karnataka,Bangalore,560017,0,3,0
12-06-2025,Karnataka,Bangalore,560018,2,0,0
12-06-2025,Karnataka,Bangalore,560029,3,0,0
12-06-2025,Karnataka,Bangalore,560033,1,1,0
12-06-2025,Karnataka,Bangalore,560036,2,2,0
12-06-2025,Karnataka,Bangalore,560043,1,1,0
12-06-2025,Karnataka,Bangalore,560045,1,2,0
12-06-2025,Karnataka,Bangalore,560057,1,0,0
12-06-2025,Karnataka,Bangalore,560069,1,1,0
12-06-2025,Karnataka,Bangalore,560090,0,1,0
12-06-2025,Karnataka,Bangalore,560091,2,0,0
12-06-2025,Karnataka,Bangalore,560099,1,1,0
12-06-2025,Karnataka,Bangalore,560102,1,0,0
12-06-2025,Karnataka,Bangalore,560104,0,1,0
12-06-2025,Karnataka,Bangalore,560105,1,1,0
14-06-2025,Karnataka,Bangalore,560010,1,0,0
14-06-2025,Karnataka,Bangalore,560016,1,1,0
14-06-2025,Karnataka,Bangalore,560032,3,3,0
14-06-2025,Karnataka,Bangalore,560039,2,1,0
14-06-2025,Karnataka,Bangalore,560041,1,0,0
14-06-2025,Karnataka,Bangalore,560061,1,1,0
14-06-2025,Karnataka,Bangalore,560070,0,2,0
14-06-2025,Karnataka,Bangalore,560072,1,3,0
14-06-2025,Karnataka,Bangalore,560078,2,4,0
14-06-2025,Karnataka,Bangalore,560088,1,0,0
14-06-2025,Karnataka,Bangalore,560092,1,0,0
14-06-2025,Karnataka,Bangalore,562123,1,0,0
13-06-2025,Karnataka,Bangalore,560010,3,0,0
13-06-2025,Karnataka,Bangalore,560027,0,2,0
13-06-2025,Karnataka,Bangalore,560036,1,0,0
13-06-2025,Karnataka,Bangalore,560066,1,2,0
13-06-2025,Karnataka,Bangalore,560069,1,0,0
13-06-2025,Karnataka,Bangalore,560085,2,0,0
13-06-2025,Karnataka,Bangalore,560089,2,0,0
13-06-2025,Karnataka,Bangalore,560091,4,0,0
13-06-2025,Karnataka,Bangalore,560098,1,1,0
13-06-2025,Karnataka,Bangalore,560105,0,1,0
13-06-2025,Karnataka,Bangalore,562125,4,1,0
15-06-2025,Karnataka,Bangalore,560039,1,0,0
15-06-2025,Karnataka,Bangalore,560046,0,1,0
15-06-2025,Karnataka,Bangalore,560072,2,0,0
15-06-2025,Karnataka,Bangalore,560073,1,0,0
15-06-2025,Karnataka,Bangalore,560092,1,0,0
16-06-2025,Karnataka,Bangalore,560002,1,2,0
16-06-2025,Karnataka,Bangalore,560010,1,1,0
16-06-2025,Karnataka,Bangalore,560011,0,1,0
16-06-2025,Karnataka,Bangalore,560023,1,0,0
16-06-2025,Karnataka,Bangalore,560036,1,3,0
16-06-2025,Karnataka,Bangalore,560050,2,1,0
16-06-2025,Karnataka,Bangalore,560053,1,0,0
16-06-2025,Karnataka,Bangalore,560079,1,2,0
16-06-2025,Karnataka,Bangalore,560087,1,1,0
16-06-2025,Karnataka,Bangalore,560088,1,0,0
16-06-2025,Karnataka,Bangalore,560091,1,0,0
16-06-2025,Karnataka,Bangalore,560092,0,1,0
16-06-2025,Karnataka,Bangalore,560105,2,0,0
16-06-2025,Karnataka,Bangalore,562106,2,0,0
17-06-2025,Karnataka,Bangalore,560002,1,0,0
17-06-2025,Karnataka,Bangalore,560008,0,1,0
17-06-2025,Karnataka,Bangalore,560016,2,1,0
17-06-2025,Karnataka,Bangalore,560017,2,0,0
17-06-2025,Karnataka,Bangalore,560037,1,0,0
17-06-2025,Karnataka,Bangalore,560047,4,0,0
17-06-2025,Karnataka,Bangalore,560068,2,1,1
17-06-2025,Karnataka,Bangalore,560072,1,1,0
17-06-2025,Karnataka,Bangalore,560078,5,0,0
17-06-2025,Karnataka,Bangalore,560084,4,0,0
17-06-2025,Karnataka,Bangalore,560099,3,2,0
17-06-2025,Karnataka,Bangalore,562130,1,0,0
19-06-2025,Karnataka,Bangalore,560001,0,1,0
19-06-2025,Karnataka,Bangalore,560019,0,1,0
19-06-2025,Karnataka,Bangalore,560026,7,1,0
19-06-2025,Karnataka,Bangalore,560032,1,2,0
19-06-2025,Karnataka,Bangalore,560040,0,1,0
19-06-2025,Karnataka,Bangalore,560046,2,0,0
19-06-2025,Karnataka,Bangalore,560053,1,0,0
19-06-2025,Karnataka,Bangalore,560076,4,0,0
19-06-2025,Karnataka,Bangalore,560082,4,1,0
19-06-2025,Karnataka,Bangalore,560085,3,1,0
19-06-2025,Karnataka,Bangalore,560087,1,0,0
19-06-2025,Karnataka,Bangalore,560094,1,0,0
18-06-2025,Karnataka,Bangalore,560011,1,0,0
18-06-2025,Karnataka,Bangalore,560028,0,1,0
18-06-2025,Karnataka,Bangalore,560040,1,0,0
18-06-2025,Karnataka,Bangalore,560062,2,1,0
18-06-2025,Karnataka,Bangalore,560067,1,1,0
18-06-2025,Karnataka,Bangalore,560069,1,0,0
18-06-2025,Karnataka,Bangalore,560076,1,0,0
18-06-2025,Karnataka,Bangalore,560084,0,1,0
18-06-2025,Karnataka,Bangalore,560088,1,0,0
18-06-2025,Karnataka,Bangalore,560090,2,0,0
18-06-2025,Karnataka,Bangalore,562123,1,0,0
01-09-2025,Karnataka,Bangalore,560003,1,0,0
01-09-2025,Karnataka,Bangalore,560004,1,0,0
01-09-2025,Karnataka,Bangalore,560008,2,0,0
01-09-2025,Karnataka,Bangalore,560015,1,0,0
01-09-2025,Karnataka,Bangalore,560029,1,0,0
01-09-2025,Karnataka,Bangalore,560030,2,1,0
01-09-2025,Karnataka,Bangalore,560050,0,1,0
01-09-2025,Karnataka,Bangalore,560054,0,1,0
01-09-2025,Karnataka,Bangalore,560058,1,0,0
01-09-2025,Karnataka,Bangalore,560068,2,2,0
01-09-2025,Karnataka,Bangalore,560085,1,0,0
01-09-2025,Karnataka,Bangalore,560092,1,0,0
01-09-2025,Karnataka,Bangalore,562107,1,0,0
01-09-2025,Karnataka,Bangalore,562123,1,1,0
03-09-2025,Karnataka,Bangalore,560010,1,0,0
03-09-2025,Karnataka,Bangalore,560017,1,0,0
03-09-2025,Karnataka,Bangalore,560020,0,2,0
03-09-2025,Karnataka,Bangalore,560037,3,0,0
03-09-2025,Karnataka,Bangalore,560057,2,0,0
03-09-2025,Karnataka,Bangalore,560060,1,0,0
03-09-2025,Karnataka,Bangalore,560068,4,0,0
03-09-2025,Karnataka,Bangalore,560083,1,0,0
03-09-2025,Karnataka,Bangalore,560096,3,0,0
03-09-2025,Karnataka,Bangalore,562107,0,1,0
02-09-2025,Karnataka,Bangalore,560019,1,0,0
02-09-2025,Karnataka,Bangalore,560027,1,0,0
02-09-2025,Karnataka,Bangalore,560037,1,1,0
02-09-2025,Karnataka,Bangalore,560040,1,0,0
02-09-2025,Karnataka,Bangalore,560046,1,0,0
02-09-2025,Karnataka,Bangalore,560053,1,0,0
02-09-2025,Karnataka,Bangalore,560065,1,0,0
02-09-2025,Karnataka,Bangalore,560076,1,1,0
02-09-2025,Karnataka,Bangalore,560078,2,0,0
02-09-2025,Karnataka,Bangalore,560096,1,0,0
02-09-2025,Karnataka,Bangalore,562106,3,1,0
02-09-2025,Karnataka,Bangalore,562107,0,1,0
04-09-2025,Karnataka,Bangalore,560016,0,1,0
04-09-2025,Karnataka,Bangalore,560023,1,0,0
04-09-2025,Karnataka,Bangalore,560032,1,0,0
04-09-2025,Karnataka,Bangalore,560036,2,1,0
04-09-2025,Karnataka,Bangalore,560040,1,0,0
04-09-2025,Karnataka,Bangalore,560045,1,0,0
04-09-2025,Karnataka,Bangalore,560062,1,0,0
04-09-2025,Karnataka,Bangalore,560078,1,0,0
05-09-2025,Karnataka,Bangalore,560003,3,0,0
05-09-2025,Karnataka,Bangalore,560010,1,2,0
05-09-2025,Karnataka,Bangalore,560016,2,0,0
05-09-2025,Karnataka,Bangalore,560017,1,0,0
05-09-2025,Karnataka,Bangalore,560018,0,1,0
05-09-2025,Karnataka,Bangalore,560023,2,0,0
